epoch,train_loss,rmse,mae,r2
1,818.0460547123229,14.87132429731392,11.365728963855354,-0.035209712104494084
2,180.7113660967521,12.370542305372872,9.295280134656485,0.2836809075531904
3,157.52966370651026,12.388061304267097,9.645932526876654,0.281650587607696
4,152.86030766610324,12.003433495237747,9.08809911840908,0.3255651082429528
5,149.91363212366423,11.87712538893917,8.96179632053341,0.3396841349446036
6,148.5446763289602,11.960901615206328,9.253595227755735,0.33033610381325695
7,148.96157152458812,11.713461590342726,8.854120111836423,0.3577567260628397
8,145.68077296389347,11.825064358594831,9.172132593653718,0.3454601760956253
9,145.84665989761717,12.480200062779632,10.1144384866985,0.27092510535664005
10,141.9287498464995,11.781744513561625,8.490326971011843,0.35024706366624714
11,140.94339363426684,11.379845044300957,8.328068532892361,0.39381980089698243
12,137.77892003675396,11.336785877477935,8.227408187108294,0.398398462987243
13,135.72387531955846,11.41478685975158,8.938680942154159,0.3900915331126734
14,134.4470711986414,11.029437579412008,8.1266474629647,0.43057597945383785
15,132.51967344329688,11.126684658755554,8.598975973169223,0.4204904345222009
16,129.27345801084235,11.714387834388194,8.382880322167004,0.3576551510461766
17,128.16267709868947,10.886821119832241,8.36878299085342,0.445206679892988
18,127.1382774690692,10.862793813160392,7.908304811451408,0.44765284469623134
19,125.63046523828825,10.728957016080141,8.242869833142082,0.4611795629308604
20,123.84107743952264,11.065508272892458,8.718387370905713,0.4268453983795528
