rmse,mae,r2,fold
11.401427680541873,8.380715931431528,0.4380952583295509,0
11.029129662337724,8.278622844002463,0.40018561213390724,1
10.841387942828238,7.895725907321181,0.45312089655802723,2
10.728944901929255,8.242845200835982,0.46118077970307414,3
10.360329689869028,7.677030900079715,0.45502059002848627,4
