epoch,train_loss,val_loss,val_cindex
1,2.3897336082143315,0.4305906700988075,0.739638493080052
2,2.2812113293051204,0.45871093928064866,0.7407270242177717
3,2.285537330669656,0.4576485392435235,0.7406697331052602
4,2.278069122839138,0.46247739009982736,0.7381796158221684
5,2.268594835092263,0.4372677143857124,0.7443486409729668
6,2.265603629680284,0.48263332131806425,0.7436447787335391
7,2.2188407612146417,0.4744042362872888,0.7464295360238331
8,2.274177059083308,0.5034047006347948,0.735292552973818
9,2.129547389113031,0.5388648308800196,0.7283009911362465
10,2.0851056347589276,0.475937099673661,0.7046438538912942
11,1.9307398591427343,0.5599861099361874,0.7009608538012653
12,1.8676656718316127,0.5530620474504326,0.7001260404475255
