time,brier_score
0.01,0.14513955290600716
0.07527638190954773,0.14522950528276168
0.14055276381909548,0.14531395902296898
0.20582914572864322,0.1452525079809065
0.27110552763819096,0.1452525079809065
0.3363819095477387,0.1452417558687942
0.40165829145728643,0.14517960581215134
0.46693467336683414,0.14522898964521586
0.5322110552763819,0.14527098330167254
0.5974874371859297,0.14508821551565032
0.6627638190954774,0.14508821551565032
0.7280402010050251,0.1451377122828048
0.7933165829145729,0.14517130738071876
0.8585929648241206,0.14525048698594886
0.9238693467336683,0.14534808861840048
0.989145728643216,0.1454466505452821
1.0544221105527638,0.1454466505452821
1.1196984924623115,0.14566262355181342
1.1849748743718593,0.14575354190563863
1.250251256281407,0.14575354190563863
1.3155276381909549,0.14570000945046213
1.3808040201005025,0.14574959290215045
1.4460804020100502,0.1457118686759292
1.511356783919598,0.145802430925886
1.5766331658291457,0.1456187621793262
1.6419095477386934,0.14565116978871648
1.7071859296482412,0.14567597576297367
1.7724623115577889,0.14569214187995538
1.8377386934673365,0.14569214187995538
1.9030150753768844,0.14567926813471843
1.968291457286432,0.14572244637685702
2.0335678391959795,0.14559088599313397
2.0988442211055274,0.14564748438305852
2.1641206030150753,0.1457160869978513
2.2293969849246227,0.145937906585954
2.2946733668341706,0.14614843827406743
2.3599497487437184,0.14621063041267504
2.425226130653266,0.14621063041267504
2.4905025125628137,0.14600697882573135
2.5557788944723616,0.14605231847249533
2.6210552763819095,0.14607198105546088
2.686331658291457,0.14605602030351506
2.751608040201005,0.1460331742987015
2.8168844221105527,0.1459788621004615
2.8821608040201,0.14598889185523617
2.947437185929648,0.1458048371445047
3.012713567839196,0.1459851183375356
3.0779899497487433,0.1459435471055377
3.143266331658291,0.1459602077653801
3.208542713567839,0.1460083772665646
3.2738190954773865,0.14583255300779138
3.3390954773869344,0.14579151111799868
3.4043718592964822,0.14582785753799238
3.4696482412060297,0.14581815862193603
3.5349246231155775,0.14575466953273078
3.6002010050251254,0.14580858812549014
3.665477386934673,0.14600374767617486
3.7307537688442207,0.14607865998926559
3.7960301507537686,0.1463739063592536
3.8613065326633165,0.14647711266171737
3.926582914572864,0.14654347145941582
3.991859296482412,0.14647767941149614
4.057135678391959,0.14656889650262747
4.1224120603015075,0.14653413554110936
4.187688442211055,0.14648330367740833
4.252964824120602,0.1467551170685662
4.318241206030151,0.14673129021161121
4.383517587939698,0.14659231627665248
