time,dynamic_cindex
0.1,0.5148522752209388
0.23030303030303031,0.6076743489973062
0.3606060606060606,0.6503002412194413
0.49090909090909096,0.640835455772102
0.6212121212121212,0.6764801015885186
0.7515151515151516,0.6653106126205608
0.8818181818181818,0.6508970819314116
1.0121212121212122,0.6325011426387838
1.1424242424242426,0.6082306308706948
1.272727272727273,0.6054736935122972
1.4030303030303033,0.6344284979190717
1.5333333333333334,0.6503698264886605
1.6636363636363638,0.6538272650481177
1.7939393939393942,0.6615481053182157
1.9242424242424243,0.6668038208936419
2.0545454545454547,0.6795460729265681
2.184848484848485,0.6743143022519793
2.3151515151515154,0.6479459569128112
2.4454545454545458,0.6598002178926666
2.575757575757576,0.6587977751815525
2.7060606060606065,0.6657703626098181
2.8363636363636364,0.6752295599877765
2.966666666666667,0.6878534342367935
3.096969696969697,0.6838081535238447
3.2272727272727275,0.6875258457453369
3.357575757575758,0.694445199868103
3.4878787878787882,0.6981117495876822
3.6181818181818186,0.7003562547437951
3.7484848484848485,0.696174405213436
3.878787878787879,0.6847501180270351
4.009090909090909,0.691294128138815
4.13939393939394,0.6885921995005704
4.2696969696969695,0.6879465997817287
4.3999999999999995,0.6907422186751796
4.53030303030303,0.6856423785413222
4.66060606060606,0.6911703646160204
4.790909090909091,0.6897225519187588
4.921212121212121,0.6905101669917775
5.051515151515152,0.6903204661148084
5.181818181818182,0.6924825356217567
5.3121212121212125,0.6964271777289602
5.442424242424242,0.7027549329797892
5.572727272727272,0.701804725900034
5.703030303030303,0.7005304251477082
5.833333333333333,0.6983630734309669
5.963636363636364,0.69617429370655
6.093939393939394,0.6915528242408665
6.224242424242425,0.6933149900434756
6.3545454545454545,0.6909268898978551
6.484848484848484,0.6917833008992718
6.615151515151515,0.6924725583368894
6.745454545454545,0.6925538317931916
6.875757575757576,0.6931931359201784
7.006060606060606,0.6941787699645908
7.136363636363637,0.6964718687288329
7.266666666666667,0.6957716903154816
7.3969696969696965,0.6938257137733363
7.527272727272727,0.6930799118041577
7.657575757575757,0.6940449777618621
7.787878787878788,0.6939634984508112
7.918181818181818,0.6942650552632325
8.048484848484849,0.6947954951036801
8.17878787878788,0.6939206024884076
8.309090909090909,0.6928330902412138
8.43939393939394,0.6956934113207902
8.56969696969697,0.6965298711907489
8.7,0.6979201380913602
8.83030303030303,0.6988377706430995
8.960606060606061,0.7011519216572791
9.090909090909092,0.7018012017388656
9.22121212121212,0.70286923349854
9.351515151515152,0.7048868575047426
9.481818181818182,0.706645189132091
9.612121212121211,0.7073547830609136
9.742424242424242,0.7087570027710112
9.872727272727273,0.7082392520993905
10.003030303030304,0.7069255349618212
10.133333333333333,0.7068121817250382
10.263636363636364,0.7076166943184027
10.393939393939394,0.7068948713330647
10.524242424242425,0.7057654096633115
10.654545454545454,0.7054233497172138
10.784848484848485,0.7062873877993101
10.915151515151516,0.7071742121481982
11.045454545454545,0.7070974476414024
11.175757575757576,0.7070350274148718
11.306060606060607,0.7077680733227145
11.436363636363637,0.7071785840247578
11.566666666666666,0.7072102761521224
11.696969696969697,0.707418609491563
11.827272727272728,0.707418609491563
11.957575757575757,0.707418609491563
12.087878787878788,0.707418609491563
12.218181818181819,0.707418609491563
12.34848484848485,0.707418609491563
12.478787878787879,0.707418609491563
12.60909090909091,0.707418609491563
12.73939393939394,0.707418609491563
12.86969696969697,0.707418609491563
13.0,0.707418609491563
